year,ku,kun,status,name,party,party_code,previous,wl,voteshare,age,nocand,rank,vote,eligible,turnout,exp
2012,chiba,9,1,"OKUNO, SOICHIRO",DPJ,3,2,2,2801,48,6,2,63422,402578,5709,6759631
2017,mie,3,0,"SHIMADA, YOSHIKAZU",LDP,1,2,0,2707,47,4,2,63406,0,0,0
2014,nagano,3,1,"TERASHIMA, YOSHIYUKI",DPJ,3,0,0,2802,61,4,2,63397,0,0,0
2003,tokyo,14,1,"INOUE, KAZUO",DPJ,3,2,2,3208,51,4,2,63385,336820,5808,9496709
2009,tottori,1,0,"OKUDA, YASUAKI",DPJ,3,0,0,3303,49,4,2,63383,258394,7407,6169250
2014,tokyo,14,2,"KIMURA, TAKETSUKA",DPJ,3,1,0,3307,43,3,2,63377,0,0,0
2014,tochigi,1,1,"KASHIWAKURA, YUJI",DPJ,3,1,0,3205,45,3,2,63332,0,0,0
2003,osaka,8,0,"OTSUKA, TAKASHI",LDP,1,0,0,3708,39,3,2,63324,315093,5409,11606767
2009,miyagi,5,0,"SAITO, MASAMITSU",LDP,1,0,0,4104,54,2,2,63303,226277,6805,6661235
2000,osaka,4,1,"NAKAYAMA, MASAAKI",LDP,1,11,1,3007,68,5,1,63290,378877,5509,17952033
2000,nagasaki,1,2,"NISHIOKA, TAKEO",LP,18,11,0,2709,64,5,3,63248,357351,6408,16769879
2017,tokyo,14,0,"YAHAGI, ASAKO",POH,39,0,0,2805,39,5,2,63235,0,0,0
2014,osaka,17,0,"OKASHITA, SHOHEI",LDP,1,1,2,3904,39,3,2,63219,0,0,0
2012,saga,2,1,"OGUCHI, HIROSHI",DPJ,3,3,2,4503,47,3,2,63208,223594,64,8742250
2017,aichi,4,1,"MAKI, YOSHIO",POH,39,5,2,37028,59,3,2,63207,0,0,0
2014,mie,2,1,"SHIMADA, YOSHIKAZU",LDP,1,2,2,3604,44,3,2,63187,0,0,0
2005,kumamoto,4,0,"MATSUMOTO, MOTOSUKE",DPJ,3,0,0,3107,49,2,2,63169,303950,6808,8569986
2003,wakayama,2,0,"KISHIMOTO, TAKESHI",DPJ,3,1,2,4107,33,3,2,63145,236169,66,14259196
2014,nagano,4,1,"GOTO, SHIGEYUKI",LDP,1,5,1,4601,59,3,1,63121,0,0,0
1996,saitama,5,1,"FUKUNAGA, NOBUHIKO",LDP,1,2,1,3009,52,5,1,63120,405713,5105,15062340
2009,nagano,4,1,"GOTO, SHIGEYUKI",LDP,1,3,0,3304,53,4,2,63118,249373,77,18433556
2009,shizuoka,7,0,"SAIKI, TAKESHI",DPJ,3,1,2,2504,35,4,2,63116,326020,7607,4832117
2012,kagawa,1,1,"OGAWA, JUNYA",DPJ,3,3,2,3509,41,4,2,63114,306129,5809,13025619
1996,kyoto,1,1,"IBUKI, BUNMEI",LDP,1,5,1,3103,58,5,1,63094,369785,5508,20560013
2014,shizuoka,2,0,"MATSUO, TSUTOMU",DPJ,3,0,0,2902,30,3,2,63078,0,0,0
1996,ibaragi,1,1,"TSUKADA, ENJU",NFP,8,3,0,29,58,4,2,63069,391462,57,14931931
2014,hyogo,3,1,"SEKI, YOSHIHIRO",LDP,1,3,1,40,49,5,1,63022,0,0,0
2009,okinawa,1,0,"KOKUBA, KONOSUKE",LDP,1,0,0,38,36,4,2,63017,255502,66,14057530
2017,kyoto,3,1,"IZUMI, KENTA",POH,39,6,1,3803,43,5,1,63013,0,0,0
2012,saga,1,1,"HARAGUCHI, KAZUHIRO",DPJ,3,6,2,4309,53,3,2,63007,236864,6204,7208192
2012,hokkaido,10,1,"KODAIRA, TADAMASA",DPJ,3,7,0,3009,70,4,2,62998,328145,6407,17012898
2009,mie,3,1,"HIRATA, KOICHI",LDP,1,2,0,2601,60,3,2,62993,334471,7301,6086733
2003,okinawa,3,1,"KAKAZU, CHIKEN",LDP,1,3,1,3805,62,4,1,62975,272190,6103,9517547
1996,chiba,5,1,"KANO, MASARU",LDP,1,2,0,3003,61,6,2,62951,408113,5201,0
2012,oita,3,1,"YOKOMITSU, KATSUHIKO",DPJ,3,6,0,3105,69,4,2,62949,316700,6405,15602109
2003,kagawa,1,0,"OGAWA, JUNYA",DPJ,3,0,0,39,32,5,2,62939,301266,5503,6171022
2000,saga,1,1,"HARAGUCHI, KAZUHIRO",DPJ,3,2,2,3606,40,5,2,62932,256350,6805,6286671
2012,miyagi,5,1,"AZUMI, JUN",DPJ,3,5,1,5709,50,5,1,62928,211113,5209,6244530
1996,aomori,2,0,"MIMURA, SHINGO",NFP,8,0,0,4104,40,5,2,62907,240394,6405,8247074
2017,chiba,5,0,"YAMADA, ATSUSHI",CDP,40,0,0,29091,69,3,2,62894,0,0,0
2012,osaka,7,0,"UENISHI, SAYURI",NIK,11,1,2,2907,29,5,2,62856,352168,6106,8159576
1996,niigata,4,2,"WATANABE, HIDEO",independent,99,6,0,3005,62,4,2,62823,310721,6807,12104736
2005,yamanashi,2,0,"NAGASAKI, KOTARO",LDP,1,1,2,3705,37,4,2,62821,237259,72,14793578
2014,tochigi,3,1,"YANA, KAZUO",LDP,1,2,1,4807,35,3,1,62814,0,0,0
2000,kumamoto,5,0,"KANEKO, YASUSHI",independent,99,1,1,3402,39,7,1,62812,255629,7304,9811714
2000,tottori,1,0,"TAMURA, KOTARO",independent,99,0,0,3308,36,4,2,62811,257624,7401,4364042
2014,shizuoka,8,0,"GEMMA, KENTARO",ishin-to,15,0,0,3204,41,4,2,62798,0,0,0
1996,shimane,2,1,"NISHIKOORI, ATSUSHI",sakigake,24,1,0,3905,51,3,2,62790,203525,80,12429114
2017,kanagawa,13,0,"FUTORI, HIDESHI",POH,39,0,0,2707,40,3,2,62779,0,0,0
2014,niigata,6,0,"UMETANI, MAMORU",DPJ,3,0,0,3906,41,3,2,62766,0,0,0
1996,chiba,8,1,"NAGAHAMA, HIROYUKI",NFP,8,1,0,3007,38,5,2,62740,379673,5506,12181284
2017,saitama,14,0,"SUZUKI, YOSHIHIRO",POH,39,2,0,30029,54,4,2,62733,0,0,0
2012,hyogo,8,1,"TANAKA, YASUO",shintonihon,34,1,0,30,56,4,2,62697,379425,5705,5279507
2012,chiba,10,1,"YATAGAWA, HAJIME",DPJ,3,1,0,3205,49,4,2,62690,360459,5509,4777645
2012,iwate,3,1,"KIKAWADA, TORU",DPJ,3,5,1,4105,59,4,1,62684,236102,6504,9842028
2003,fukuoka,11,1,"YAMAMOTO, KOZO",LDP,1,4,0,3307,55,4,2,62628,277592,6802,14693852
2017,ibaraki,7,1,"NAGAOKA, KEIKO",LDP,1,4,2,39047,63,3,2,62617,0,0,0
1996,kagawa,1,1,"FUJIMOTO, TAKAO",LDP,1,10,1,3603,65,5,1,62612,292365,6004,18652117
2000,nagasaki,4,1,"MIYAJIMA, DAISUKE",LDP,1,1,0,3305,37,5,2,62595,286201,6704,6948528
2005,tokushima,2,1,"YAMAGUCHI, SHUNICHIB",independent,99,6,1,3905,55,4,1,62582,229101,70,16740789
2017,kumamoto,2,0,"NISHINO, DAISUKE",independent,99,0,0,34054,39,4,2,62575,0,0,0
2003,fukui,2,2,"YAMAMOTO, TAKU",LDP,1,3,1,4401,51,4,1,62558,218952,66,9901580
1996,hokkaido,7,0,"SAKURABA, YASUKI",DPJ,3,0,0,3206,54,4,2,62549,274610,7105,12784802
2012,ishikawa,3,1,"KONDO, KAZUYA",DPJ,3,1,0,3801,39,3,2,62543,260929,6408,7520806
2012,nagano,3,0,"KIMURA, HITOSHI",LDP,1,1,2,2409,48,5,3,62539,400439,6402,14934227
1996,miyagi,2,1,"CHIBA, KUNIO",NFP,8,1,0,3209,55,6,2,62533,368666,5209,21337109
2014,osaka,8,1,"KINOSHITA, TOMOHIKO",ishin-to,15,2,2,3708,45,5,2,62522,0,0,0
1996,tokyo,6,1,"OCHI, MICHIO",LDP,1,8,2,2602,67,6,2,62518,433243,5509,25596853
2017,ehime,2,1,"MURAKAMI, SEIICHIRO",LDP,1,10,1,48085,65,4,1,62516,0,0,0
1996,saga,1,0,"HARAGUCHI, KAZUHIRO",NFP,8,1,1,39,37,5,1,62515,248469,6508,7306682
2014,hyogo,4,0,"NAGAI, HISAYA",ishin-to,15,0,0,3006,41,3,2,62506,0,0,0
2005,wakayama,2,1,"KISHIMOTO, TAKESHI",DPJ,3,1,0,38,35,3,2,62499,236185,7103,15475998
2003,tokushima,2,0,"TAKAI, MIHO",DPJ,3,1,2,4405,31,3,2,62494,228800,6205,9662676
2003,yamanashi,3,1,"GOTO, HITOSHI",DPJ,3,1,0,3908,46,3,2,62475,244484,6601,13672678
1996,kagawa,3,1,"TSUKIHARA, SHIGEAKI",NFP,8,3,0,3803,61,4,2,62468,248762,6705,11670926
2014,tochigi,2,1,"FUKUDA, AKIO",DPJ,3,3,1,4607,66,3,1,62439,0,0,0
2000,hyogo,1,1,"ISHII, HAJIME",DPJ,3,9,1,3409,65,4,1,62431,328379,5606,7929074
1996,osaka,1,0,"IKENOBO, MASAFUMI",NFP,8,0,0,3506,35,3,2,62423,338796,5303,17490302
2017,yamagata,1,0,"ARAI, KAN",POH,39,0,0,34029,44,3,2,62407,0,0,0
2000,ibaragi,5,1,"OKABE, HIDEO",LDP,1,1,0,4302,71,4,2,62375,235371,6204,13531201
2000,tokyo,25,0,"SHIMADA, HISASHI",DPJ,3,0,0,3406,65,4,2,62352,310320,6006,11155274
2000,chiba,7,0,"UCHIYAMA, AKIRA",DPJ,3,0,0,2907,46,5,2,62292,373320,5901,12553888
2012,shizuoka,3,1,"KOYAMA, NOBUHIRO",DPJ,3,1,0,2605,36,4,3,62259,372305,6408,7078908
2014,aomori,1,0,"MASUTA, SEKIO",ishin-to,15,1,2,4205,57,3,2,62254,0,0,0
2014,tochigi,4,0,"FUJIOKA, TAKAO",DPJ,3,0,0,3202,37,3,2,62251,0,0,0
2000,aichi,3,2,"KATAOKA, TAKESHI",LDP,1,3,0,3203,50,4,2,62243,352046,5603,8388628
2014,tochigi,2,1,"NISHIKAWA, KOYA",LDP,1,6,2,4605,71,3,2,62240,0,0,0
1996,miyazaki,3,0,"FURUKAWA, YOSHIHISA",NFP,8,0,0,3608,31,3,2,62211,293294,5908,4817024
2012,fukuoka,9,1,"OGATA, RINTARO",DPJ,3,1,0,2904,39,4,2,62186,389612,5506,7109182
2000,hyogo,1,1,"SUNADA, KEISUKE",LDP,1,2,2,3408,66,4,2,62166,328379,5606,9186686
2012,yamanashi,2,2,"NAGASAKI, KOTARO",independent,99,1,1,4005,44,4,1,62135,232239,6708,12688523
2014,aichi,14,1,"SUZUKI, KATSUMASA",DPJ,3,5,2,4002,71,3,2,62103,0,0,0
2005,hokkaido,10,0,"IIJIMA, YUKARI",LDP,1,1,2,2302,41,4,3,62100,360736,7507,7162158
2017,toyama,3,0,"SHIBATA, TAKUMI",POH,39,0,0,28015,56,3,2,62066,0,0,0
2000,kagawa,1,1,"FUJIMOTO, TAKAO",LDP,1,10,0,33,69,4,2,62065,298520,6408,16422888
2014,saitama,4,2,"JINPU, HIDEO",DPJ,3,3,0,3307,53,3,2,62062,0,0,0
1996,fukuoka,4,1,"HIGASHI, JUNJI",NFP,8,2,0,3601,50,4,2,62051,282650,6209,10384650
2005,shizuoka,7,0,"ABE, TAKUYA",DPJ,3,0,0,2608,38,3,3,62039,318422,7306,7229289
2014,hokkaido,12,0,"MIZUKAMI, MIKA",DPJ,3,0,0,3509,32,3,2,62035,0,0,0
2009,saitama,11,1,"ARAI, ETSUJI",LDP,1,1,0,2506,51,3,2,62034,362044,6908,5821670
2012,aichi,9,1,"OKAMOTO, MITSUNORI",DPJ,3,3,0,2601,41,5,2,62033,423038,58,5777981
1996,tokyo,25,0,"USUI, TAKASHI",NFP,8,0,0,3502,55,4,2,62028,300117,6002,7538428
2000,saitama,10,0,"MATSUZAKI, TETSUHISA",DPJ,3,0,0,3305,50,3,2,62011,314391,6006,9305745
2014,iwate,2,1,"HATA, KOJI",seikatsu,31,2,0,4202,51,3,2,62009,0,0,0
2005,miyazaki,2,0,"UESUGI, MITSUHIRO",LDP,1,0,0,2808,63,3,2,61979,301810,7206,14417342
2017,hiroshima,3,0,"SHIOMURA, AYAKA",independent,99,0,0,35037,39,6,2,61976,0,0,0
2017,kyoto,1,0,"KOKUTA, KEIJI",JCP,2,8,2,33027,70,3,2,61938,0,0,0
2003,niigata,5,1,"HOSHINO, YUKIO",LDP,1,3,0,31,71,4,2,61937,287091,7009,11462594
2014,gunma,1,1,"SATA, GENICHIRO",LDP,1,9,1,33,61,4,1,61927,0,0,0
2014,hyogo,6,0,"TSUJI, YASUHIRO",DPJ,3,0,0,26,58,4,2,61902,0,0,0
2017,osaka,11,1,"ITO, NOBUHISA",NIK,41,2,0,29083,53,3,3,61859,0,0,0
1996,hokkaido,5,0,"ONO, KENTARO",NFP,8,0,0,2702,35,4,2,61846,397226,6005,12209677
2017,chiba,4,0,"KIMURA, TETSUYA",LDP,1,0,2,28011,48,4,2,61804,0,0,0
2009,akita,1,1,"FUTADA, KOJI",LDP,1,6,0,3404,71,5,2,61752,267441,6805,7951675
2014,osaka,10,1,"TSUJIMOTO, KIYOMI",DPJ,3,6,1,3404,54,4,1,61725,0,0,0
2005,yamanashi,3,2,"GOTO, HITOSHI",DPJ,3,2,2,3409,48,3,2,61716,247023,7303,13966129
2014,saitama,8,2,"ONOZUKA, MASATOSHI",DPJ,3,1,0,3304,42,3,2,61711,0,0,0
2000,fukui,1,0,"MATSUMIYA, ISAO",LDP,1,1,1,43,56,4,1,61707,217680,6701,21469678
1996,tokyo,15,1,"KAKIZAWA, KOJI",LDP,1,6,1,3604,62,5,1,61701,293912,5901,19281720
2000,gunma,1,2,"KUMAKAWA, TSUGIO",DPJ,3,4,0,2702,69,3,2,61658,384573,6106,17995608
2005,hyogo,9,0,"HATANAKA, MITSUNARI",DPJ,3,0,0,2603,33,4,2,61617,361590,66,4742821
2012,hokkaido,9,1,"YAMAOKA, TATSUMARU",DPJ,3,1,0,2801,33,4,2,61616,406072,5704,9759343
2017,ishikawa,1,2,"TANAKA, MIEKO",POH,39,1,0,32041,41,3,2,61541,0,0,0
2014,nagasaki,4,1,"KITAMURA, DAISUKE",LDP,1,6,1,5004,67,5,1,61533,0,0,0
2012,tokyo,20,1,"KATO, KOICHIB",DPJ,3,4,0,2503,48,4,2,61519,402763,6301,6812561
2012,osaka,14,1,"NAGAO, TAKASHI",LDP,1,1,0,2704,50,4,2,61503,420172,5702,5436464
2017,saitama,8,0,"ONOZUKA, MASATOSHI",POH,39,1,0,32077,45,3,2,61501,0,0,0
2014,kanagawa,4,1,"YAMAMOTO, TOMOHIR",LDP,1,3,2,3205,39,4,2,61479,0,0,0
2003,hiroshima,2,0,"HIRAGUCHI, HIROSHI",SDP,9,0,0,2803,55,5,2,61472,382167,5709,13891195
2009,nara,1,2,"MORIOKA, MASAHIRO",LDP,1,1,0,3009,66,4,2,61464,295931,6804,11184706
1996,tokyo,12,0,"YASHIRO, EITA",LDP,1,1,1,2804,59,6,1,61461,384047,5708,7034846
2017,ibaraki,5,1,"ISHIKAWA, AKIMASA",LDP,1,2,1,48017,45,3,1,61450,0,0,0
2017,tokyo,24,0,"TAKAHASHI, NARIHISA",CDP,40,0,0,24077,44,4,2,61441,0,0,0
2012,fukushima,5,2,"SAKAMOTO, GOJI",LDP,1,7,1,3409,68,6,1,61440,331670,5407,5767588
2014,hokkaido,11,0,"MITSU, TAKEO",DPJ,3,0,0,3608,68,3,2,61405,0,0,0
2012,hiroshima,2,1,"MATSUMOTO, DAISUKE",DPJ,3,3,0,2708,41,4,2,61373,392877,5704,7154794
2005,okayama,1,0,"KAN, GENTARO",DPJ,3,0,0,2903,32,4,2,61357,338545,6304,7606254
2009,shiga,4,0,"MUTO, TAKAYA",LDP,1,0,0,3007,30,4,2,61311,288796,7003,13633556
2003,hyogo,3,0,"IGAWA, HIROMITSU",LDP,1,0,0,3503,62,3,2,61263,323074,5506,10898048
2012,kanagawa,10,1,"JOJIMA, KORIKI",DPJ,3,4,0,2109,65,5,2,61255,492394,5805,5859332
1996,ehime,4,0,"TAKAHASHI, EIGO",NFP,8,0,0,3209,56,3,2,61244,264704,7201,6811570
1996,tokyo,11,0,"FURUYAMA, KAZUHIRO",NFP,8,0,0,27,37,5,2,61221,407058,5608,25087603
2014,osaka,11,2,"HIRANO, HIROFUMI",DPJ,3,6,2,2806,65,4,2,61216,0,0,0
2003,miyagi,4,0,"HONMA, SHUNTARO",independent,99,0,0,3201,63,4,2,61200,322688,6004,6443681
2009,fukuoka,11,0,"YAMAGUCHI, HARUNA",SDP,9,0,0,3301,33,4,2,61192,272356,7006,8661325
1996,hyogo,11,0,"GOTO, TAKESHI",NFP,8,0,0,3009,53,5,2,61185,360286,5509,9563202
2012,ibaraki,5,1,"OHATA, AKIHIRO",DPJ,3,8,1,4903,65,3,1,61142,223450,5704,8989830
2017,nagasaki,4,0,"MIYAJIMA, DAISUKE",POH,39,2,0,42002,54,3,2,61137,0,0,0
2014,osaka,13,1,"NISHINO, KOICHI",NG,20,1,0,3208,45,3,2,61136,0,0,0
1996,tokushima,3,0,"MIKI, SHINZO",LDP,1,0,0,4409,68,3,2,61113,207108,6703,11486619
1996,osaka,16,1,"KITAGAWA, KAZUO",NFP,8,3,1,3803,43,4,1,61084,304807,5308,13828878
1996,chiba,12,0,"MORITA, KEI",DPJ,3,0,0,3202,33,3,2,61083,379229,5404,12094921
2003,shimane,1,0,"HAMAGUCHI, KAZUHISA",DPJ,3,0,0,3106,35,3,2,61071,286260,6806,6104110
2012,nara,1,0,"KOBAYASHI, SHIGEKI",LDP,1,1,2,3306,48,4,2,61043,295460,6209,6430581
2000,kanagawa,3,1,"OKONOGI, HACHIRO",LDP,1,3,1,2903,35,6,1,61016,375084,5607,17623360
1996,tokyo,14,1,"NISHIKAWA, TAIICHIRO",NFP,8,2,1,3406,54,4,1,60995,320430,5606,9908388
2012,shizuoka,4,1,"TAMURA, KENJI",DPJ,3,3,0,3201,44,4,2,60989,327407,5909,4528517
1996,hiroshima,2,0,"HINOKIDA, JIN",LDP,1,1,2,3102,54,5,2,60986,362566,5502,17745566
2017,aichi,14,0,"TANAKA, KATSUNORI",POH,39,0,0,34099,43,3,2,60955,0,0,0
2000,tokushima,1,1,"SENGOKU, YOSHITO",DPJ,3,3,1,4703,54,4,1,60945,223310,5901,9461772
2005,ehime,3,0,"TAKAHASHI, TSUYOSHI",DPJ,3,0,0,36,63,3,2,60937,274162,6305,12843582
2012,shiga,1,1,"KAWABATA, TATSUO",DPJ,3,9,0,3106,67,5,2,60921,314309,6207,12714648
1996,kyoto,4,0,"KAMINE, SHIRO",JCP,2,0,0,2905,41,3,2,60918,379966,5601,8973720
2003,tokushima,1,1,"SENGOKU, YOSHITO",DPJ,3,4,1,53,57,3,1,60917,213689,5407,7592549
2012,miyagi,1,1,"KORI, KAZUKO",DPJ,3,3,2,2703,55,6,2,60916,415768,5502,6847976
2014,hyogo,8,0,"SHOMOTO, ETSUKO",JCP,2,0,0,3901,60,2,2,60849,0,0,0
2000,gunma,3,0,"NAGANUMA, HIROMU",DPJ,3,0,0,3502,49,3,2,60836,290460,6205,14352253
1996,chiba,6,0,"WATANABE, HIROMICHI",LDP,1,1,1,3902,46,4,1,60801,334376,5008,0
2005,osaka,13,0,"FUKE, TAKASHI",DPJ,3,0,0,25,58,3,2,60791,402043,6201,9390636
2012,tokyo,24,1,"AKUTSU, YUKIHIKO",DPJ,3,3,0,2201,56,5,2,60784,455220,6202,9742658
2009,okinawa,2,1,"ASHITOMI, OSAMU",LDP,1,1,0,3605,53,3,2,60773,262402,6501,11219137
1996,yamagata,1,1,"ENDO, TOSHIAKI",LDP,1,1,2,3602,46,4,2,60748,245398,6905,13737789
2014,ibaraki,5,1,"OHATA, AKIHIRO",DPJ,3,9,1,4803,67,3,1,60688,0,0,0
2014,saitama,15,2,"TAKAYAMA, SATOSHI",DPJ,3,3,0,3203,44,3,2,60671,0,0,0
2005,fukuoka,10,1,"KII, TAKASHI",DPJ,3,1,0,2308,32,5,3,60662,413118,6301,12709053
2014,miyagi,2,1,"HAYASHI, HIROKI",ishin-to,15,1,0,3003,37,5,2,60653,0,0,0
2012,kanagawa,8,2,"FUKUDA, MINEYUKI",LDP,1,1,2,2508,48,4,2,60643,382436,63,4549260
1996,shizuoka,6,0,"WATANABE, SHU",DPJ,3,1,1,3106,34,5,1,60609,331509,5908,8444385
2012,wakayama,1,1,"KISHIMOTO, SHUHEI",DPJ,3,2,1,3409,56,4,1,60577,311046,5703,8313395
2012,aichi,10,1,"SUGIMOTO, KAZMI",your,14,2,2,26,52,5,2,60563,420971,5702,7300623
2005,okinawa,2,0,"ASHITOMI, OSAMU",LDP,1,0,2,3903,49,4,2,60540,250693,6205,12979163
2000,osaka,15,0,"AIDA, ISAO",DPJ,3,0,0,2803,40,4,2,60539,402690,5506,3469416
1996,nara,1,1,"TAKAICHI, SANAE",NFP,8,2,1,37,35,4,1,60507,281345,59,15465373
2000,hokkaido,2,0,"KAMI, TOMOKO",JCP,2,0,0,2407,45,6,3,60461,407658,6105,3493605
2014,shiga,4,1,"MUTO, TAKAYA",LDP,1,2,1,3808,35,4,1,60460,0,0,0
2017,okinawa,1,1,"AKAMINE, SEIKEN",JCP,2,6,1,39095,69,4,1,60456,0,0,0
1996,kyoto,1,1,"KOKUTA, KEIJI",JCP,2,2,2,30,49,5,2,60441,369785,5508,6083825
2003,saitama,5,0,"TAKAHASHI, SHUMEI",LDP,1,0,0,3506,47,3,2,60410,324402,53,7787225
1996,chiba,2,0,"NAKAMURA, KAZUHIRA",NFP,8,0,0,2905,59,5,2,60401,378384,5507,0
1996,nagano,2,0,"MOCHIDUKI, YUNAI",LDP,1,0,0,2506,55,4,2,60399,375720,6409,17880178
1996,kanagawa,3,0,"NISHIKAWA, TOMOO",NFP,8,1,1,3103,47,6,1,60360,366231,5309,14341315
2014,hyogo,5,1,"MIKI, KEE",ishin-to,15,1,0,3101,48,3,2,60337,0,0,0
2003,chiba,11,1,"NAGAHAMA, HIROYUKI",DPJ,3,3,2,2901,45,3,2,60296,374695,5706,7781575
2012,aichi,1,1,"SATO, YUKO",mirai,12,1,0,3108,49,4,2,60293,373297,5207,3864350
2017,tokyo,11,0,"MAEDA, JUNICHIRO",CDP,40,0,0,25088,42,4,2,60291,0,0,0
1996,kanagawa,6,2,"IKEDA, MOTOHISA",DPJ,3,2,1,31,55,5,1,60290,355649,5602,5834873
1996,tokyo,12,0,"SAWA, TAMAKI",NFP,8,0,0,2709,59,6,2,60289,384047,5708,11402283
1996,saga,1,1,"SAKAI, TAKANORI",LDP,1,3,2,3706,48,5,2,60286,248469,6508,12229954
2012,wakayama,1,0,"KADO, HIROFUMI",LDP,1,1,2,3408,47,4,2,60277,311046,5703,10627673
2017,kyoto,5,0,"HONDA, TARO",LDP,1,0,1,43029,43,5,1,60277,0,0,0
1996,niigata,3,1,"SHIRASAWA, SABURO",NFP,8,1,0,2702,55,4,3,60223,322841,71,11354652
2005,fukui,3,0,"TAMAMURA, KAZUO",DPJ,3,0,0,3902,55,2,2,60193,216317,7208,8576669
2014,saitama,9,0,"AOYAMAGI, HITOSHI",ishin-to,15,0,0,2806,36,3,2,60121,0,0,0
2003,gifu,2,0,"OISHI, RINA",DPJ,3,0,0,3102,26,3,2,60118,311861,6301,9584785
2005,tokushima,3,0,"NIKI, HIROBUMI",DPJ,3,0,0,3808,39,3,2,60063,225208,70,12302714
2014,fukushima,5,1,"YOSHIDA, IZUMI",DPJ,3,4,0,3903,65,3,2,60041,0,0,0
2003,tochigi,2,1,"KOBAYASHI, MAMORU",DPJ,3,4,0,3701,59,3,2,60010,271394,6007,5587955
2017,fukushima,3,0,"UESUGI, KENTARO",LDP,1,0,2,36056,42,3,2,60006,0,0,0
2014,kanagawa,9,1,"NAKAYAMA, NORIHIRO",LDP,1,2,2,3502,46,4,2,59991,0,0,0
2005,ehime,1,0,"TAMAI, AKIRA",DPJ,3,0,0,2603,52,5,2,59985,383376,6009,7370351
2017,kagawa,2,1,"SETO, TAKAKAZU",LDP,1,2,0,4004,52,3,2,59949,0,0,0
2005,ibaragi,4,0,"TAKANO, MAMORU",DPJ,3,0,0,31,46,3,2,59941,301720,6508,10915791
2003,shizuoka,1,0,"TANABE, NOBUHIRO",independent,99,0,0,2608,42,5,3,59937,379980,6004,9143933
2014,wakayama,1,1,"KADO, HIROFUMI",LDP,1,2,2,4203,49,3,2,59937,0,0,0
2003,saitama,1,1,"KANEKO, ZENJIRO",hoshusinto,32,1,0,2807,60,5,2,59910,399438,5306,7306179
1996,osaka,9,1,"HARADA, KEN",LDP,1,14,0,2707,77,5,2,59817,404886,5408,15492420
2000,osaka,11,0,"TSUBOI, KAZUTAKA",LDP,1,0,0,2704,60,3,2,59803,376504,5908,0
2014,oita,2,1,"YOSHIKAWA, HAJIME",SDP,9,1,2,3604,48,3,2,59775,0,0,0
2014,fukuoka,1,1,"INOUE, TAKAHIRO",independent,99,2,1,3603,52,6,1,59712,0,0,0
2000,tokushima,2,0,"TAKAI, MIHO",DPJ,3,0,0,41,28,3,2,59693,234082,6401,5854608
1996,yamaguchi,4,1,"KOGA, TAKAAKI",NFP,8,1,0,3407,43,3,2,59676,277999,6303,14522264
1996,tokyo,9,0,"OGAWA, TOSHIO",DPJ,3,0,0,2701,48,5,2,59668,393772,5705,6163822
2000,okayama,1,0,"KAWADA, HIDEMASA",DPJ,3,0,0,3205,53,3,2,59634,327922,5807,5785126
1996,aichi,6,0,"ITO, KATSUNDO",LDP,1,0,0,2601,51,8,2,59631,433930,5402,10987232
2012,ibaraki,7,1,"NAGAOKA, KEIKO",LDP,1,3,2,3104,59,5,2,59605,312416,6205,9926567
2014,ishikawa,1,2,"TANAKA, MIEKO",DPJ,3,1,0,3905,38,3,2,59590,0,0,0
2000,miyagi,6,1,"OISHI, MASAMITSU",DPJ,3,5,1,3707,55,5,1,59588,246228,6504,9692217
2005,hiroshima,3,0,"HASHIMOTO, HIROAKI",DPJ,3,0,0,2607,35,6,2,59576,345000,6603,8991807
2014,okinawa,3,1,"HIGA, NASUMI",LDP,1,2,2,40,56,2,2,59491,0,0,0
2017,okayama,3,1,"ABE, TOSHIKO",independent,99,4,1,38092,58,4,1,59488,0,0,0
2000,tokyo,4,1,"ENDO, OTOHIKO",CGP,5,2,0,2407,53,5,2,59487,398086,6202,23314805
2012,gifu,4,1,"IMAI, MASATO",NIK,11,2,2,2509,50,4,2,59449,343212,6806,5855084
2014,kyoto,3,1,"MIYAZAKI, KENSUKE",LDP,1,2,1,3508,33,4,1,59437,0,0,0
1996,miyagi,4,0,"NITTA, KAZUHIRO",NFP,8,0,0,3503,46,4,2,59436,298415,5801,16523347
2012,hyogo,7,1,"ISHII, TOSHIRO",DPJ,3,1,0,2202,41,4,3,59385,458806,6004,5387814
2017,fukushima,2,0,"OKABE, MITSUNORI",POH,39,0,0,32023,49,4,2,59377,0,0,0
2012,aichi,14,1,"SUZUKI, KATSUMASA",mirai,12,4,2,3609,69,4,2,59353,263426,6302,6364822
2005,shimane,1,0,"HAMAGUCHI, KAZUHISA",DPJ,3,0,0,2806,36,4,2,59334,286205,7305,5146399
2000,hiroshima,5,0,"SASAKI, SHUICHI",DPJ,3,0,0,3203,45,4,2,59332,288797,6506,7214660
2005,okayama,3,0,"ABE, TOSHIKO",LDP,1,0,2,2901,46,4,2,59303,300506,6901,5522256
2014,aomori,3,1,"OOSHIMA, TADAMORI",LDP,1,11,1,5102,68,3,1,59280,0,0,0
2012,tokushima,1,0,"FUKUMOTO, MAMORU",LDP,1,0,1,5302,59,3,1,59231,213999,5309,6104519
1996,gunma,2,0,"MORITA, OSAMU",LDP,1,0,0,3405,47,4,2,59230,310752,5705,15203629
