year,state,status,adunit,murder,dacoity,riots,arson,area,pop,civpol,armpol,totpol
1971,GU,0,Banaskantha,28,2,35,,,,,,
1971,GU,0,Bhavnagar,44,2,15,,,,,,
1971,GU,0,Jamnagar,24,0,4,,,,,,
1971,GU,0,Junagadh,57,4,49,,,,,,
1971,GU,0,Kutch,21,1,10,,,,,,
1971,GU,0,Mehsana,37,2,87,,,,,,
1971,GU,0,Rajkot,44,2,16,,,,,,
1971,GU,0,Surendranagar,14,2,11,,,,,,
1971,GU,0,Ahmedabad City,31,5,51,,,,,,
1971,GU,0,RP,7,1,3,,,,,,
1971,HP,0,Mahasu,2,1,12,,,,,,
1971,HP,0,Mandi,7,0,10,,,,,,
1971,HP,0,Chamba,6,0,6,,,,,,
1971,HP,0,Sirmaur,3,0,9,,,,,,
1971,HP,0,Bilaspur,2,0,15,,,,,,
1971,HP,0,Kinnaur,2,0,2,,,,,,
1971,HP,0,Shimla,2,0,2,,,,,,
1971,HP,0,Kangra,16,0,2,,,,,,
1971,HP,0,Kullu,3,0,9,,,,,,
1971,HP,0,Lahaul and Spiti,0,0,0,,,,,,
1971,HR,0,Hissar,57,0,4,,,,,,
1971,HR,0,Rohtak,30,0,34,,,,,,
1971,HR,0,Gurgaon,30,2,11,,,,,,
1971,HR,0,Karnal,40,0,3,,,,,,
1971,HR,0,Ambala,25,0,6,,,,,,
1971,HR,0,Narnaul,5,0,3,,,,,,
1971,HR,0,Jind,7,0,11,,,,,,
1971,JK,0,Anantnag,10,0,70,,,,,,
1971,JK,0,Baramulla,6,0,103,,,,,,
1971,JK,0,Leh,0,0,10,,,,,,
1971,JK,0,Srinagar,9,0,146,,,,,,
1971,JK,0,Doda,3,1,29,,,,,,
1971,JK,0,Jammu,11,1,86,,,,,,
1971,JK,0,Kathua,8,1,54,,,,,,
1971,JK,0,Poonch,2,2,22,,,,,,
1971,JK,0,Rajouri,8,0,32,,,,,,
1971,JK,0,Udhampur,13,0,11,,,,,,
1971,KE,0,Trivandrum,35,3,528,,,,,,
1971,KE,0,Quilon,46,4,359,,,,,,
1971,KE,0,Alleppey,25,3,426,,,,,,
1971,KE,0,Kottayam,82,5,301,,,,,,
1971,KE,0,Ernakulam,46,4,351,,,,,,
1971,KE,0,Trichur,34,0,308,,,,,,
1971,KE,0,Malappuram,24,0,335,,,,,,
1971,KE,0,Palghat,43,5,249,,,,,,
1971,KE,0,Kozhikode,35,3,424,,,,,,
1971,KE,0,Cannanore,51,12,537,,,,,,
1971,KE,0,RP,0,0,16,,,,,,
1971,KE,0,Crime Branch,10,1,6,,,,,,
1971,KR,0,Bangalore City,24,0,76,,,,,,
1971,KR,0,Bangalore,27,0,81,,,,,,
1971,KR,0,Kolar,19,2,111,,,,,,
1971,KR,0,KGF,6,0,12,,,,,,
1971,KR,0,Tumkur,22,2,128,,,,,,
1971,KR,0,Chitradurga,27,1,56,,,,,,
1971,KR,0,Bellary,33,3,93,,,,,,
1971,KR,0,Mysore,34,4,76,,,,,,
1971,KR,0,Mandya,15,0,46,,,,,,
1971,KR,0,Hassan,21,0,76,,,,,,
1971,KR,0,Chickmagalur,19,0,41,,,,,,
1971,KR,0,Shimoga,41,3,72,,,,,,
1971,KR,0,Coorg,18,0,32,,,,,,
1971,KR,0,Dakshina Kannada,33,4,233,,,,,,
1971,KR,0,Belgaum,103,1,44,,,,,,
1971,KR,0,Bijapur,64,4,93,,,,,,
1971,KR,0,Dharwad,67,4,101,,,,,,
1971,KR,0,Uttara Kannada,17,0,38,,,,,,
1971,KR,0,Bidar,41,31,97,,,,,,
1971,KR,0,Gulbarga,78,16,165,,,,,,
1971,KR,0,Raichur,47,3,119,,,,,,
1971,KR,0,RP,3,0,7,,,,,,
1971,MA,0,Thane,90,14,268,,,,,,
1971,MA,0,Kulaba,28,3,77,,,,,,
1971,MA,0,Ahmednagar,56,38,67,,,,,,
1971,MA,0,Nasik,57,7,50,,,,,,
1971,MA,0,Dhule,54,11,51,,,,,,
1971,MA,0,Jalgaon,40,9,21,,,,,,
1971,MA,0,Ratnagiri,18,3,21,,,,,,
1971,MA,0,Pune Rural,54,12,89,,,,,,
1971,MA,0,Satara,40,1,16,,,,,,
1971,MA,0,Sangli,58,2,17,,,,,,
1971,MA,0,Solapur,57,9,40,,,,,,
1971,MA,0,Kolhapur,46,2,75,,,,,,
1971,MA,0,Aurangabad,58,32,68,,,,,,
1971,MA,0,Parbhani,55,31,34,,,,,,
1971,MA,0,Beed,46,34,50,,,,,,
1971,MA,0,Nanded,44,16,37,,,,,,
1971,MA,0,Osmanabad,59,49,49,,,,,,
1971,MA,0,Buldana,35,2,37,,,,,,
1971,MA,0,Akola,26,4,40,,,,,,
1971,MA,0,Amravati,33,2,51,,,,,,
1971,MA,0,Yevatmal,22,2,35,,,,,,
1971,MA,0,Wardha,18,1,23,,,,,,
1971,MA,0,Nagpur Rural,24,7,15,,,,,,
1971,MA,0,Bhandara,59,0,12,,,,,,
1971,MA,0,Chandrapur,35,5,27,,,,,,
1971,MA,0,RP Pune,7,9,25,,,,,,
1971,MA,0,RP Nagpur,0,8,5,,,,,,
1971,MA,0,Pune City,38,10,84,,,,,,
1971,MA,0,Nagpur City,23,5,55,,,,,,
1971,MA,0,Bombay,131,30,290,,,,,,
1971,MN,0,Central,17,13,122,,,,,,
1971,MN,0,East,1,0,6,,,,,,
1971,MN,0,North,3,2,15,,,,,,
1971,MN,0,West,1,0,7,,,,,,
1971,MN,0,South,3,0,2,,,,,,
1971,MP,0,Gwalior,59,25,133,,,,,,
1971,MP,0,Bhind,62,26,126,,,,,,
1971,MP,0,Murraina,60,36,93,,,,,,
1971,MP,0,Shivpuri,32,26,83,,,,,,
1971,MP,0,Guna,35,16,122,,,,,,
1971,MP,0,Datiya,15,15,26,,,,,,
1971,MP,0,Indore,36,8,165,,,,,,
1971,MP,0,Ujjain,35,7,64,,,,,,
1971,MP,0,Mandsaur,29,7,78,,,,,,
1971,MP,0,Ratlam,22,3,19,,,,,,
1971,MP,0,Dhar,57,8,18,,,,,,
1971,MP,0,Dewas,25,0,37,,,,,,
1971,MP,0,Jhabua,144,25,10,,,,,,
1971,MP,0,Khargoan,62,23,89,,,,,,
1971,MP,0,Khandawa,24,3,38,,,,,,
1971,MP,0,Jabalpur,47,7,75,,,,,,
1971,MP,0,Mandla,28,2,23,,,,,,
1971,MP,0,Chindwada,25,2,18,,,,,,
1971,MP,0,Balaghat,25,0,26,,,,,,
1971,MP,0,Seoni,21,1,38,,,,,,
1971,MP,0,Narsinhpur,17,1,24,,,,,,
1971,MP,0,Sagar,36,14,101,,,,,,
1971,MP,0,Panna,19,7,35,,,,,,
1971,MP,0,Damoh,16,6,23,,,,,,
1971,MP,0,Chatarpur,51,27,48,,,,,,
1971,MP,0,Tikamgarh,13,40,29,,,,,,
1971,MP,0,Raipur,56,12,96,,,,,,
1971,MP,0,Durg,59,1,50,,,,,,
1971,MP,0,Bastar,129,4,29,,,,,,
1971,MP,0,Bilaspur,86,14,95,,,,,,
1971,MP,0,Raigarh,44,0,34,,,,,,
1971,MP,0,Sarguja,75,7,50,,,,,,
1971,MP,0,Riva,20,11,73,,,,,,
1971,MP,0,Satna,17,9,71,,,,,,
1971,MP,0,Sidhi,17,2,12,,,,,,
1971,MP,0,Shehdol,18,9,32,,,,,,
1971,MP,0,Sehore,28,4,41,,,,,,
1971,MP,0,Raisen,26,4,43,,,,,,
1971,MP,0,Hoshangabad,27,1,50,,,,,,
1971,MP,0,Betul,30,4,21,,,,,,
1971,MP,0,Vidisha,25,8,62,,,,,,
1971,MP,0,Shajapur,30,7,30,,,,,,
1971,MP,0,Rajgarh,25,6,31,,,,,,
1971,MP,0,Bhopal,11,0,19,,,,,,
1971,MP,0,RP Jabalpur,1,2,0,,,,,,
1971,MP,0,RP Raipur,1,0,7,,,,,,
1971,MP,0,RP Indore,7,3,3,,,,,,
1971,NG,0,Kohima,,,,,,,,,
1971,NG,0,Mokokchung/Tuensang,,,,,,,,,
1971,OR,0,Balasore,19,38,171,,,,,,
1971,OR,0,Cuttack,35,23,335,,,,,,
1971,OR,0,Ganjam,38,9,181,,,,,,
1971,OR,0,Koraput,46,10,80,,,,,,
1971,OR,0,Puri,25,11,237,,,,,,
1971,OR,0,Sambalpur,45,6,150,,,,,,
1971,OR,0,Dhenkanal,10,3,95,,,,,,
1971,OR,0,Sundergarh,29,10,34,,,,,,
1971,OR,0,Balangir,13,3,95,,,,,,
1971,OR,0,Keonjhar,20,6,38,,,,,,
1971,OR,0,Phulbani,21,1,25,,,,,,
1971,OR,0,Mayurbhanj,52,18,43,,,,,,
1971,OR,0,Kalahandi,22,1,80,,,,,,
1971,OR,0,Rourkela,6,3,57,,,,,,
1971,OR,0,RP,2,0,29,,,,,,
1971,PJ,0,Hoshiarpur,28,0,3,,,,,,
1971,PJ,0,Jalandhar,51,1,3,,,,,,
1971,PJ,0,Ludhiana,57,1,6,,,,,,
1971,PJ,0,Kapurthala,20,0,0,,,,,,
1971,PJ,0,Amritsar,93,0,3,,,,,,
1971,PJ,0,Ferozepore,109,1,3,,,,,,
1971,PJ,0,Gurdaspur,31,0,1,,,,,,
1971,PJ,0,Patiala,41,1,5,,,,,,
1971,PJ,0,Sangrur,68,1,4,,,,,,
1971,PJ,0,Bhatinda,91,0,2,,,,,,
1971,PJ,0,Ropar,15,1,1,,,,,,
1971,RJ,0,Ajmer,25,5,173,,,,,,
1971,RJ,0,Alwar,30,1,281,,,,,,
1971,RJ,0,Bharatpur,39,21,459,,,,,,
1971,RJ,0,Jaipur,28,7,466,,,,,,
1971,RJ,0,Jhunjhunu,20,5,124,,,,,,
1971,RJ,0,Sawai Madhopur,20,1,243,,,,,,
1971,RJ,0,Sikar,21,3,143,,,,,,
1971,RJ,0,Tonk,6,1,84,,,,,,
1971,RJ,0,Bikaner,9,4,78,,,,,,
1971,RJ,0,Churu,9,0,63,,,,,,
1971,RJ,0,Ganganagar,80,5,71,,,,,,
1971,RJ,0,Barmer,18,9,56,,,,,,
1971,RJ,0,Jaisalmer,2,2,8,,,,,,
1971,RJ,0,Jalore,21,1,72,,,,,,
1971,RJ,0,Nagour,20,9,236,,,,,,
1971,RJ,0,Jhodpur,24,4,174,,,,,,
1971,RJ,0,Pali,26,5,88,,,,,,
1971,RJ,0,Sirohi,14,2,28,,,,,,
1971,RJ,0,Banswara,11,0,46,,,,,,
1971,RJ,0,Bhilwara,10,7,220,,,,,,
1971,RJ,0,Bundi,11,0,55,,,,,,
1971,RJ,0,Chittorgarh,21,1,210,,,,,,
1971,RJ,0,Dungarpur,6,1,60,,,,,,
1971,RJ,0,Jhalawar,19,1,64,,,,,,
1971,RJ,0,Kota,19,4,169,,,,,,
1971,RJ,0,Udaipur,44,1,361,,,,,,
1971,RJ,0,RP,2,0,13,,,,,,
1971,TN,0,Madras City,18,0,210,,,,,,
1971,TN,0,Chingleput East,19,2,173,,,,,,
1971,TN,0,Chingleput West,25,0,157,,,,,,
1971,TN,0,North Arcot,53,1,287,,,,,,
1971,TN,0,South Arcot,48,0,549,,,,,,
1971,TN,0,Thanjavur East,21,0,204,,,,,,
1971,TN,0,Thanjavur West,34,0,242,,,,,,
1971,TN,0,Tiruchirapalli,48,1,217,,,,,,
1971,TN,0,Madurai South,27,1,83,,,,,,
1971,TN,0,Madurai North,45,2,217,,,,,,
1971,TN,0,Tirunelveli,95,5,335,,,,,,
1971,TN,0,Ramanathapuram,60,5,369,,,,,,
1971,TN,0,Kanyakumari,12,0,212,,,,,,
1971,TN,0,Dharmapuri,41,0,126,,,,,,
1971,TN,0,Salem,84,2,228,,,,,,
1971,TN,0,Coimbatore,147,2,329,,,,,,
1971,TN,0,The Nilgiris,6,0,59,,,,,,
1971,TN,0,RP,2,1,26,,,,,,
1971,TR,0,West,25,19,127,,,,,,
1971,TR,0,North,7,8,86,,,,,,
1971,TR,0,South,13,16,73,,,,,,
1971,UP,0,Meerut,145,364,928,,,,,,
1971,UP,0,Bulandshahar,81,90,291,,,,,,
1971,UP,0,Muzaffarnagar,51,77,201,,,,,,
1971,UP,0,Saharanpur,56,65,280,,,,,,
1971,UP,0,Dehradun,29,31,169,,,,,,
1971,UP,0,Varanasi,66,96,424,,,,,,
1971,UP,0,Mirzapur,31,33,176,,,,,,
1971,UP,0,Ghazipur,38,83,222,,,,,,
1971,UP,0,Jaunpur,31,86,263,,,,,,
1971,UP,0,Ballia,26,53,235,,,,,,
1971,UP,0,Lucknow,63,147,400,,,,,,
1971,UP,0,Sitapur,118,351,282,,,,,,
1971,UP,0,Hardoi,122,256,356,,,,,,
1971,UP,0,Kheri,86,145,160,,,,,,
1971,UP,0,Raibareli,43,52,193,,,,,,
1971,UP,0,Unnao,102,133,290,,,,,,
1971,UP,0,Kanpur,128,155,462,,,,,,
1971,UP,0,Fatehpur,93,117,173,,,,,,
1971,UP,0,Allahabad,120,176,419,,,,,,
1971,UP,0,Etawah,56,92,232,,,,,,
1971,UP,0,Farrukhabad,95,106,263,,,,,,
1971,UP,0,Bareilly,107,204,341,,,,,,
1971,UP,0,Bijnor,66,89,219,,,,,,
1971,UP,0,Moradabad,179,121,307,,,,,,
1971,UP,0,Pilibhit,65,42,129,,,,,,
1971,UP,0,Budaun,123,156,388,,,,,,
1971,UP,0,Shahjahanpur,100,63,188,,,,,,
1971,UP,0,Rampur,37,30,53,,,,,,
1971,UP,0,Agra,70,210,519,,,,,,
1971,UP,0,Mathura,39,78,224,,,,,,
1971,UP,0,Etah,108,104,245,,,,,,
1971,UP,0,Aligarh,84,420,354,,,,,,
1971,UP,0,Mainpuri,71,131,223,,,,,,
1971,UP,0,Gorakhpur,60,98,527,,,,,,
1971,UP,0,Azamgarh,85,154,368,,,,,,
1971,UP,0,Basti,49,118,553,,,,,,
1971,UP,0,Deoria,49,104,314,,,,,,
1971,UP,0,Faizabad,55,109,454,,,,,,
1971,UP,0,Bahraich,43,105,257,,,,,,
1971,UP,0,Barabanki,91,142,220,,,,,,
1971,UP,0,Gonda,80,131,538,,,,,,
1971,UP,0,Pratapgarh,29,124,290,,,,,,
1971,UP,0,Sultanpur,35,97,271,,,,,,
1971,UP,0,Jhansi,48,148,264,,,,,,
1971,UP,0,Banda,112,106,229,,,,,,
1971,UP,0,Hamirpur,86,41,131,,,,,,
1971,UP,0,Jalaun,44,93,317,,,,,,
1971,UP,0,Nainital,48,34,98,,,,,,
1971,UP,0,Almora,0,0,4,,,,,,
1971,UP,0,Tehri-Garwhal,1,1,0,,,,,,
1971,UP,0,Pauri-Garhwal,2,4,5,,,,,,
1971,UP,0,Chamoli,0,0,6,,,,,,
1971,UP,0,Uttarkashi,2,2,7,,,,,,
1971,UP,0,Pithorahgarh,0,0,10,,,,,,
1971,UP,0,RP,24,37,79,,,,,,
1971,WB,0,Bankura,43,37,303,,,,,,
1971,WB,0,Birbhum,136,139,426,,,,,,
1971,WB,0,Burdwan,237,227,1278,,,,,,
1971,WB,0,Hooghly,88,69,599,,,,,,
1971,WB,0,Midnapur,101,130,1344,,,,,,
1971,WB,0,Purulia,36,31,201,,,,,,
1971,WB,0,24 Parganas,366,156,2927,,,,,,
1971,WB,0,Murshidabad,89,108,648,,,,,,
1971,WB,0,Nadia,91,101,614,,,,,,
1971,WB,0,Howrah,152,28,646,,,,,,
1971,WB,0,West Dinajpur,46,114,404,,,,,,
1971,WB,0,Malda,19,17,358,,,,,,
1971,WB,0,Jalpaiguri,95,146,441,,,,,,
1971,WB,0,Darjeeling,33,9,140,,,,,,
1971,WB,0,Cooch Behar,34,144,327,,,,,,
1971,WB,0,Calcutta,285,40,1143,,,,,,
1971,AN,1,Andaman/Nicobar,12,0,16,,8293,116,330,865,1195
1971,AP,1,Andhra Pradesh,1020,147,2953,,276754,43611,37873,13297,51170
1971,AS,1,Assam,494,189,3154,,122099,16055,18073,9481,27554
1971,BH,1,Bihar,1423,2015,10054,,173876,56589,34994,11433,46427
1971,CH,1,Chandigarh,7,0,5,,114,257,830,700,1530
1971,DE,1,Delhi,113,14,240,,1485,4093,12856,4098,16954
1971,DN,1,Dadra/Nagar Haveli,3,0,1,,491,74,61,38,99
1971,GD,1,Goa Daman and Diu,18,2,16,,3813,861,1382,592,1974
1971,GU,1,Gujarat,702,56,548,,195984,26855,33631,8745,42376
1971,HP,1,Himachal Pradesh,43,1,67,,55673,3431,5502,408,5910
1971,HR,1,Haryana,194,2,72,,44222,10024,8491,2460,10951
1971,JK,1,Jammu and Kashmir,70,5,563,,222236,4637,6294,2653,8947
1971,KE,1,Kerala,431,40,3840,,38864,21405,16683,1890,18573
1971,KR,1,Mysore,759,78,1797,,191773,29409,29618,8688,38306
1971,LA,1,Lakshadweep,0,0,0,,32,32,215,0,215
1971,MA,1,Maharashtra,1311,358,1729,,307762,50610,69626,7652,77278
1971,MN,1,Manipur,25,15,152,,22356,1075,2410,2358,4768
1971,MP,1,Madhya Pradesh,1727,443,2390,,442841,41912,35486,21726,57212
1971,NG,1,Nagaland,,,,,16527,517,2538,4387,6925
1971,OR,1,Orissa,383,142,1650,,155842,22049,17958,5527,23485
1971,PJ,1,Punjab,604,6,31,,50362,13537,17864,5582,23446
1971,PN,1,Pondicherry,9,1,94,,480,474,971,0,971
1971,RJ,1,Rajasthan,555,100,4045,,342214,25875,30177,8213,38390
1971,TN,1,Tamil Nadu,785,22,4023,,130069,41306,38536,4608,43144
1971,TR,1,Tripura,45,43,286,,10477,1565,2731,817,3548
1971,UP,1,Uttar Pradesh,3572,6004,14561,,294413,88736,67786,21106,88892
1971,WB,1,West Bengal,1851,1496,11799,,87853,44686,41320,25335,66655
1971,IN,2,India,16156,11179,64086,,3196905,549791,534236,172659,706895
1972,AP,0,Hyderabad City,22,4,43,,,,,,
1972,AP,0,Visakhapatnam North,27,5,111,,,,,,
1972,AP,0,Visakhapatnam South,32,0,183,,,,,,
1972,AP,0,East Godavari,61,2,94,,,,,,
1972,AP,0,West Godavari,52,7,228,,,,,,
1972,AP,0,Krishna,41,11,104,,,,,,
1972,AP,0,Nellore,18,2,154,,,,,,
1972,AP,0,Kurnool,82,8,185,,,,,,
1972,AP,0,Ongole,40,6,119,,,,,,
1972,AP,0,Anantapur,63,7,186,,,,,,
1972,AP,0,Guntur,75,8,190,,,,,,
1972,AP,0,Cuddapah,82,7,168,,,,,,
1972,AP,0,Chittoor,62,0,250,,,,,,
1972,AP,0,Hyderabad,43,9,99,,,,,,
1972,AP,0,Medak,31,9,89,,,,,,
1972,AP,0,Mahabubnagar,62,7,76,,,,,,
1972,AP,0,Nalgonda,41,3,53,,,,,,
1972,AP,0,Nizamabad,40,6,55,,,,,,
1972,AP,0,Adilabad,34,9,83,,,,,,
1972,AP,0,Warangal,47,23,113,,,,,,
1972,AP,0,Khammam,37,12,311,,,,,,
1972,AP,0,Karimnagar,37,14,91,,,,,,
1972,AP,0,RP Vijayawada,2,5,49,,,,,,
1972,AP,0,RP Secunderabad,0,1,20,,,,,,
1972,AS,0,Goalpara,46,26,568,,,,,,
1972,AS,0,Kamrup,67,47,783,,,,,,
1972,AS,0,Darrang,65,19,340,,,,,,
1972,AS,0,Nogaon,64,25,920,,,,,,
1972,AS,0,Sibsagar,86,28,595,,,,,,
1972,AS,0,Dibrugarh,66,16,317,,,,,,
1972,AS,0,Lakhimpur,28,11,299,,,,,,
1972,AS,0,Karbi Anglong,13,7,48,,,,,,
1972,AS,0,NC Hills,3,2,10,,,,,,
1972,AS,0,Cachar,50,48,510,,,,,,
1972,BH,0,Patna,78,67,661,,,,,,
1972,BH,0,Gaya,110,120,545,,,,,,
1972,BH,0,Bhojpur,48,75,346,,,,,,
1972,BH,0,Rohtas,49,83,387,,,,,,
1972,BH,0,Saran,77,112,586,,,,,,
1972,BH,0,Champaran,63,115,394,,,,,,
1972,BH,0,Muzaffarpur,34,44,312,,,,,,
1972,BH,0,Sitamarhi,25,56,234,,,,,,
1972,BH,0,Darbhanga,68,118,1335,,,,,,
1972,BH,0,Bhagalpur,81,228,612,,,,,,
1972,BH,0,Saharsa,51,109,482,,,,,,
1972,BH,0,Munger,33,98,559,,,,,,
1972,BH,0,Begusarai,39,98,576,,,,,,
1972,BH,0,Purnea,73,248,890,,,,,,
1972,BH,0,Sahabganj,42,86,132,,,,,,
1972,BH,0,Dumka,48,89,163,,,,,,
1972,BH,0,Hazari Bagh,55,48,280,,,,,,
1972,BH,0,Giridih,27,39,133,,,,,,
1972,BH,0,Palamau,67,48,232,,,,,,
1972,BH,0,Ranchi,170,56,470,,,,,,
1972,BH,0,Dhanbad,44,108,412,,,,,,
1972,BH,0,Singhbhum,82,65,82,,,,,,
1972,BH,0,Jamshedpur,27,9,129,,,,,,
1972,BH,0,RP Patna,2,10,50,,,,,,
1972,BH,0,RP Muzaffarpur,8,13,51,,,,,,
1972,DE,0,RP,1,1,1,,,,,,
1972,DE,0,North,64,18,203,,,,,,
1972,DE,0,Central,39,8,171,,,,,,
1972,DE,0,South,19,0,47,,,,,,
1972,DE,0,New Delhi,9,0,25,,,,,,
1972,GD,0,Goa,13,5,35,,,,,,
1972,GD,0,Daman,2,0,2,,,,,,
1972,GD,0,Diu,0,0,0,,,,,,
1972,GU,0,Gandhinagar,2,1,5,,,,,,
1972,GU,0,Ahmedabad Rural,39,10,23,,,,,,
1972,GU,0,Vadodara City,19,1,38,,,,,,
1972,GU,0,Vadodara Rural,70,5,12,,,,,,
1972,GU,0,Bharuch,40,1,21,,,,,,
1972,GU,0,Kaira,69,3,47,,,,,,
1972,GU,0,Panchmahal,68,12,33,,,,,,
1972,GU,0,Sabarkantha,14,2,15,,,,,,
1972,GU,0,Surat,52,4,36,,,,,,
1972,GU,0,Bulsar,24,11,49,,,,,,
1972,GU,0,Amreli,32,4,8,,,,,,
1972,GU,0,Banaskantha,25,2,39,,,,,,
1972,GU,0,Bhavnagar,27,1,27,,,,,,
1972,GU,0,Jamnagar,30,3,17,,,,,,
1972,GU,0,Junagadh,38,1,31,,,,,,
1972,GU,0,Kutch,22,3,9,,,,,,
1972,GU,0,Mehsana,40,4,72,,,,,,
1972,GU,0,Rajkot,31,4,40,,,,,,
1972,GU,0,Surendranagar,24,1,18,,,,,,
1972,HP,0,Shimla,6,1,14,,,,,,
1972,HP,0,Mandi,7,0,27,,,,,,
1972,HP,0,Chamba,1,0,8,,,,,,
1972,HP,0,Sirmaur,5,0,1,,,,,,
1972,HP,0,Bilaspur,2,0,26,,,,,,
1972,HP,0,Kinnaur,1,0,4,,,,,,
1972,HP,0,Solan,4,0,14,,,,,,
1972,HP,0,Kangra,11,1,11,,,,,,
1972,HP,0,Una,2,0,0,,,,,,
1972,HP,0,Hamirpur,3,0,5,,,,,,
1972,HP,0,Kullu,3,0,5,,,,,,
1972,HP,0,Lahaul and Spiti,1,0,0,,,,,,
1972,HP,0,RP,0,0,0,,,,,,
1972,HR,0,Hissar,43,0,2,,,,,,
1972,HR,0,Rohtak,39,2,53,,,,,,
1972,HR,0,Gurgaon,20,3,16,,,,,,
1972,HR,0,Karnal,36,0,5,,,,,,
1972,HR,0,Ambala,18,2,11,,,,,,
1972,HR,0,Narnaul,6,0,5,,,,,,
1972,HR,0,Jind,13,2,1,,,,,,
1972,JK,0,Anantnag,10,2,61,,,,,,
1972,JK,0,Baramulla,19,0,123,,,,,,
1972,JK,0,Leh,1,0,12,,,,,,
1972,JK,0,Srinagar,3,0,130,,,,,,
1972,JK,0,Doda,5,0,44,,,,,,
1972,JK,0,Jammu,12,3,67,,,,,,
1972,JK,0,Kathua,3,1,48,,,,,,
1972,JK,0,Poonch,2,0,29,,,,,,
1972,JK,0,Rajouri,5,2,54,,,,,,
1972,JK,0,Udhampur,14,1,18,,,,,,
1972,KE,0,Trivandrum,51,7,523,,,,,,
1972,KE,0,Quilon,51,2,623,,,,,,
1972,KE,0,Kottayam,55,2,280,,,,,,
1972,KE,0,Idukki,39,3,168,,,,,,
1972,KE,0,Ernakulam,34,4,503,,,,,,
1972,KE,0,Trichur,38,0,336,,,,,,
1972,KE,0,Malappuram,23,8,315,,,,,,
1972,KE,0,Palghat,32,2,254,,,,,,
1972,KE,0,Kozhikode,46,3,470,,,,,,
1972,KE,0,Cannanore,37,6,1009,,,,,,
1972,KE,0,RP,0,0,3,,,,,,
1972,KE,0,Crime Branch,9,1,4,,,,,,
1972,KR,0,Bangalore,21,0,82,,,,,,
1972,KR,0,Kolar,30,2,164,,,,,,
1972,KR,0,KGF,2,0,10,,,,,,
1972,KR,0,Tumkur,24,5,190,,,,,,
1972,KR,0,Chitradurga,17,9,111,,,,,,
1972,KR,0,Bellary,14,3,116,,,,,,
1972,KR,0,Mysore,26,1,154,,,,,,
1972,KR,0,Mandya,10,0,46,,,,,,
1972,KR,0,Hassan,14,0,101,,,,,,
1972,KR,0,Chickmagalur,11,0,38,,,,,,
1972,KR,0,Shimoga,16,3,168,,,,,,
1972,KR,0,Coorg,26,4,19,,,,,,
1972,KR,0,Dakshina Kannada,38,5,241,,,,,,
1972,KR,0,Belgaum,108,2,46,,,,,,
1972,KR,0,Bijapur,74,4,115,,,,,,
1972,KR,0,Dharwad,54,9,85,,,,,,
1972,KR,0,Uttara Kannada,15,2,49,,,,,,
1972,KR,0,Bidar,30,23,106,,,,,,
1972,KR,0,Gulbarga,70,21,479,,,,,,
1972,KR,0,Raichur,54,9,135,,,,,,
1972,KR,0,RP,2,4,7,,,,,,
1972,MA,0,Thane,108,24,242,,,,,,
1972,MA,0,Kulaba,35,19,173,,,,,,
1972,MA,0,Ahmednagar,46,37,102,,,,,,
1972,MA,0,Nasik,54,10,53,,,,,,
1972,MA,0,Dhule,71,7,70,,,,,,
1972,MA,0,Jalgaon,26,13,48,,,,,,
1972,MA,0,Ratnagiri,26,5,19,,,,,,
1972,MA,0,Pune Rural,53,23,108,,,,,,
1972,MA,0,Satara,39,7,35,,,,,,
1972,MA,0,Sangli,55,4,33,,,,,,
1972,MA,0,Solapur,66,13,81,,,,,,
1972,MA,0,Kolhapur,52,1,71,,,,,,
1972,MA,0,Aurangabad,37,45,79,,,,,,
1972,MA,0,Parbhani,58,43,78,,,,,,
1972,MA,0,Beed,42,34,72,,,,,,
1972,MA,0,Nanded,52,25,62,,,,,,
1972,MA,0,Osmanabad,56,55,110,,,,,,
1972,MA,0,Buldana,26,10,21,,,,,,
1972,MA,0,Akola,30,7,44,,,,,,
1972,MA,0,Amravati,41,7,47,,,,,,
1972,MA,0,Yevatmal,25,7,71,,,,,,
1972,MA,0,Wardha,22,2,31,,,,,,
1972,MA,0,Nagpur Rural,24,1,31,,,,,,
1972,MA,0,Bhandara,44,1,14,,,,,,
1972,MA,0,Chandrapur,37,6,30,,,,,,
1972,MA,0,RP Pune,11,10,30,,,,,,
1972,MA,0,RP Nagpur,1,1,2,,,,,,
1972,MA,0,Pune City,41,1,96,,,,,,
1972,MA,0,Nagpur City,20,5,32,,,,,,
1972,MA,0,Bombay,160,23,214,,,,,,
1972,MG,0,Khasi Hills,30,5,17,,,,,,
1972,MG,0,Garo Hills,11,0,14,,,,,,
1972,MG,0,Jaintia Hills,11,0,2,,,,,,
1972,MN,0,Central,12,12,140,,,,,,
1972,MN,0,East,2,3,6,,,,,,
1972,MN,0,North,4,5,14,,,,,,
1972,MN,0,West,2,2,14,,,,,,
1972,MN,0,South,0,0,2,,,,,,
1972,MP,0,Gwalior,48,19,122,,,,,,
1972,MP,0,Bhind,41,12,69,,,,,,
1972,MP,0,Murraina,46,25,102,,,,,,
1972,MP,0,Shivpuri,35,13,61,,,,,,
1972,MP,0,Guna,33,28,78,,,,,,
1972,MP,0,Datiya,12,8,16,,,,,,
1972,MP,0,Indore,41,6,158,,,,,,
1972,MP,0,Ujjain,35,5,106,,,,,,
